epoch,time,accuracy
0,0.3557908535003662,0.1771543025970459
1,0.4042026996612549,0.37715432047843933
2,0.4497992992401123,0.46933868527412415
3,0.4958529472351074,0.7170340418815613
4,0.5418689250946045,0.7214428782463074
5,0.5905194282531738,0.8080160617828369
6,0.6374866962432861,0.8348697423934937
7,0.6866159439086914,0.8136272430419922
8,0.7336533069610596,0.8573146462440491
9,0.7817075252532959,0.8869739770889282
10,0.8283541202545166,0.918236494064331
11,0.8762931823730469,0.940280556678772
12,0.923095703125,0.9519038200378418
13,0.9691565036773682,0.9683367013931274
14,1.013406753540039,0.9719439148902893
15,1.0594260692596436,0.980360746383667
16,1.1054120063781738,0.9839679598808289
17,1.1495511531829834,0.991983950138092
18,1.1948232650756836,0.9939879775047302
19,1.2408051490783691,0.9939879775047302
20,1.2859907150268555,0.9971944093704224
21,1.3323464393615723,0.9967935681343079
22,1.377849817276001,0.9979959726333618
23,1.4236345291137695,0.9991983771324158
24,1.4678678512573242,0.9979959726333618
25,1.5127193927764893,0.9975951910018921
26,1.5581252574920654,0.998797595500946
27,1.6032545566558838,0.9983968138694763
28,1.6489405632019043,0.9971944093704224
29,1.6943535804748535,0.9983968138694763
30,1.7406549453735352,0.9979959726333618
31,1.785210132598877,0.998797595500946
32,1.8308775424957275,0.9983968138694763
33,1.8763577938079834,0.998797595500946
34,1.9223041534423828,0.9991983771324158
35,1.967195987701416,0.9979959726333618
36,2.012953042984009,0.9983968138694763
37,2.0588059425354004,0.998797595500946
38,2.1054320335388184,0.9995992183685303
39,2.150352954864502,0.998797595500946
40,2.1963396072387695,0.9975951910018921
41,2.2415671348571777,0.9967935681343079
42,2.2863399982452393,0.9983968138694763
43,2.3324873447418213,0.9971944093704224
44,2.378495931625366,0.9991983771324158
45,2.4228835105895996,0.9975951910018921
46,2.468458652496338,0.998797595500946
47,2.514953136444092,0.998797595500946
48,2.560863494873047,0.998797595500946
49,2.6066598892211914,0.9991983771324158
50,2.652447462081909,0.9991983771324158
51,2.697035312652588,0.998797595500946
52,2.744025468826294,0.9991983771324158
53,2.788858652114868,0.9991983771324158
54,2.83493971824646,0.9991983771324158
55,2.8816099166870117,0.998797595500946
56,2.9259510040283203,0.9983968138694763
57,2.9717042446136475,1.0
58,3.0174050331115723,0.9995992183685303
59,3.0623457431793213,0.998797595500946
60,3.1075398921966553,0.9995992183685303
61,3.153531312942505,0.9991983771324158
62,3.198709726333618,0.9991983771324158
63,3.244375467300415,0.9995992183685303
64,3.2901172637939453,0.9991983771324158
65,3.337533950805664,0.998797595500946
66,3.382059097290039,0.998797595500946
67,3.427811622619629,0.998797595500946
68,3.473153591156006,0.9991983771324158
69,3.518098831176758,1.0
70,3.5648765563964844,0.9995992183685303
71,3.6102302074432373,0.998797595500946
72,3.65527081489563,0.9991983771324158
73,3.701195478439331,0.9991983771324158
74,3.7475621700286865,1.0
75,3.793344736099243,0.998797595500946
76,3.8390610218048096,0.9995992183685303
77,3.8843495845794678,0.998797595500946
78,3.930415153503418,0.9991983771324158
79,3.97544264793396,0.9995992183685303
80,4.02098536491394,0.9995992183685303
81,4.066220045089722,0.998797595500946
82,4.112166166305542,0.9995992183685303
83,4.1589295864105225,1.0
84,4.203871250152588,0.998797595500946
85,4.2489333152771,0.9991983771324158
86,4.2939581871032715,0.9991983771324158
87,4.33899998664856,0.9995992183685303
88,4.3846776485443115,0.998797595500946
89,4.4352943897247314,0.9991983771324158
90,4.481186628341675,0.9991983771324158
91,4.527078151702881,1.0
92,4.576119661331177,0.9991983771324158
93,4.625602960586548,0.9995992183685303
94,4.672903537750244,0.9991983771324158
95,4.716815948486328,0.9995992183685303
96,4.761481046676636,1.0
97,4.8073999881744385,0.9991983771324158
98,4.852399587631226,0.9995992183685303
99,4.897123336791992,0.9991983771324158
100,4.942235708236694,0.998797595500946
101,4.987588405609131,0.9991983771324158
102,5.035186052322388,0.9991983771324158
103,5.08063817024231,0.9995992183685303
104,5.125523805618286,0.9991983771324158
105,5.170942544937134,0.9991983771324158
106,5.216437578201294,0.9991983771324158
107,5.262877464294434,0.9991983771324158
108,5.307462692260742,0.9991983771324158
109,5.352657079696655,0.998797595500946
110,5.398088216781616,0.9991983771324158
111,5.442562103271484,0.9983968138694763
112,5.4878621101379395,0.998797595500946
113,5.533220052719116,0.9995992183685303
114,5.580227613449097,0.9995992183685303
115,5.625663757324219,0.9991983771324158
116,5.671593904495239,0.9995992183685303
117,5.717516183853149,1.0
118,5.763197183609009,0.9991983771324158
119,5.809412479400635,0.9991983771324158
120,5.855468034744263,0.998797595500946
121,5.9019715785980225,0.9995992183685303
122,5.948386907577515,1.0
123,5.996687650680542,0.998797595500946
124,6.043609857559204,0.9995992183685303
125,6.090463399887085,0.998797595500946
126,6.137779474258423,0.9991983771324158
127,6.184109210968018,0.9995992183685303
128,6.229107856750488,0.998797595500946
129,6.276357650756836,0.9983968138694763
130,6.3207643032073975,0.9983968138694763
131,6.3645734786987305,0.9991983771324158
132,6.409599304199219,0.998797595500946
133,6.454482078552246,0.998797595500946
134,6.498595952987671,0.9995992183685303
135,6.542934417724609,1.0
136,6.589128494262695,0.9995992183685303
137,6.634268522262573,0.998797595500946
138,6.677961587905884,0.9979959726333618
139,6.725502014160156,0.9995992183685303
140,6.773225784301758,0.9975951910018921
141,6.832327604293823,0.998797595500946
142,6.884705066680908,0.9991983771324158
143,6.931088209152222,0.9991983771324158
144,6.9785003662109375,0.998797595500946
145,7.025561809539795,0.9979959726333618
146,7.071151971817017,0.998797595500946
147,7.115444898605347,0.998797595500946
148,7.159056186676025,0.998797595500946
149,7.203097105026245,0.9991983771324158
150,7.246925354003906,0.9995992183685303
151,7.291740894317627,0.998797595500946
152,7.336967945098877,0.9991983771324158
153,7.388435363769531,0.9991983771324158
154,7.473672151565552,0.9991983771324158
155,7.523803949356079,0.9991983771324158
156,7.572010040283203,0.9995992183685303
157,7.620396137237549,0.9991983771324158
158,7.666987419128418,0.9983968138694763
159,7.712692022323608,0.9995992183685303
160,7.759383916854858,0.9979959726333618
161,7.805705785751343,0.998797595500946
162,7.851443529129028,0.9991983771324158
163,7.898036479949951,0.9983968138694763
164,7.944746017456055,1.0
165,7.991720676422119,0.998797595500946
166,8.037305355072021,0.9991983771324158
167,8.083465576171875,0.9991983771324158
168,8.129373550415039,0.9991983771324158
169,8.175374269485474,0.9995992183685303
170,8.220550775527954,0.9979959726333618
171,8.265178680419922,0.9991983771324158
172,8.310694932937622,0.998797595500946
173,8.357346534729004,0.9995992183685303
174,8.402420997619629,0.998797595500946
175,8.448513746261597,0.9983968138694763
176,8.492469310760498,0.9995992183685303
177,8.538865327835083,0.998797595500946
178,8.594698190689087,0.9979959726333618
179,8.64472246170044,0.9975951910018921
180,8.691261529922485,0.9983968138694763
181,8.737199544906616,0.9991983771324158
182,8.781195878982544,0.998797595500946
183,8.82432222366333,0.9983968138694763
184,8.868196725845337,0.9995992183685303
185,8.912265539169312,0.998797595500946
186,8.957717418670654,0.9991983771324158
187,9.004858493804932,0.9991983771324158
188,9.052616834640503,1.0
189,9.101452827453613,0.9975951910018921
190,9.147370100021362,0.998797595500946
191,9.192543745040894,0.9995992183685303
192,9.236412525177002,0.9995992183685303
193,9.280712842941284,0.9991983771324158
194,9.325761795043945,0.9995992183685303
195,9.3705472946167,1.0
196,9.41431450843811,0.9983968138694763
197,9.460407495498657,0.9971944093704224
198,9.50652551651001,0.998797595500946
199,9.552074193954468,0.998797595500946
